isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
1400052181,9781400052189,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,15,0,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,paperback-nonfiction,The story of a woman whose cancer cells were cultured without her permission in 1951. Originally published in 2010 and the basis of the HBO movie.,2015-07-12
1595586431,9781595586438,THE NEW JIM CROW,Michelle Alexander,16,0,http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBS-20,paperback-nonfiction,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men.",2015-07-12
0375725601,9780375725609,THE DEVIL IN THE WHITE CITY,Erik Larson,17,0,http://www.amazon.com/The-Devil-White-City-Madness/dp/0375725601?tag=NYTBS-20,paperback-nonfiction,A story of how an architect and a serial killer were linked by the World's Fair of 1893.,2015-07-12
0316056898,9780316056892,BOSSYPANTS,Tina Fey,18,0,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,"A memoir from the former “Saturday Night Live” star, film actress and creator of “30 Rock” and ""Unbreakable Kimmy Schmidt."" Originally published in 2011.",2015-07-12
0307886271,9780307886279,IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,19,0,http://www.amazon.com/Everyone-Hanging-Without-Other-Concerns-ebook/dp/B004JN1D3M?tag=NYTBS-20,paperback-nonfiction,The comedian and actress offers essays about her life. Originally published in 2011.,2015-07-12
1250062187,9781250062185,THE SIXTH EXTINCTION,Elizabeth Kolbert,20,0,http://www.amazon.com/The-Sixth-Extinction-Unnatural-History-ebook/dp/B00EGJE4G2?tag=NYTBS-20,paperback-nonfiction,The New Yorker writer examines the role of human influences in the planet’s current spasm of plant and animal loss.,2015-07-12
0143125478,9780143125471,THE BOYS IN THE BOAT,Daniel James Brown,1,58,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBS-20,paperback-nonfiction,A group of American rowers pursued gold at the 1936 Berlin Olympic Games.,2015-07-19
0316322423,9780316322423,I AM MALALA,Malala Yousafzai with Christina Lamb,2,5,http://www.amazon.com/Am-Malala-Stood-Education-Taliban/dp/0316322407?tag=NYTBS-20,paperback-nonfiction,The Nobel Peace Prize-winner and teenage activist recounts her path to learning.,2015-07-19
0316017930,9780316017930,OUTLIERS,Malcolm Gladwell,3,194,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,paperback-nonfiction,Why some people succeed — it has to do with luck and opportunities as well as talent.,2015-07-19
0385523394,9780385523394,ORANGE IS THE NEW BLACK,Piper Kerman,4,65,http://www.amazon.com/Orange-Is-New-Black-Womens-ebook/dp/B0036S4B6M?tag=NYTBS-20,paperback-nonfiction,A memoir about a year in a women’s prison; the basis for the Netflix series. Originally published in 2010.,2015-07-19
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,5,366,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2015-07-19
0062376330,9780062376336,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,6,87,http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBS-20,paperback-nonfiction,A memoir recounts the battlefield experiences in Iraq by the Navy SEALs sniper; a 2014 movie.,2015-07-19
0307476073,9780307476074,WILD,Cheryl Strayed,7,119,http://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,paperback-nonfiction,"A woman’s account of the life-changing 1,100-mile solo hike she took along the Pacific Crest Trail in 1995; a 2014 movie.",2015-07-19
0812974492,9780812974492,UNBROKEN,Laura Hillenbrand,8,49,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,paperback-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese during World War II after his plane went down over the Pacific. A 2014 movie.,2015-07-19
0316204374,9780316204378,DAVID AND GOLIATH,Malcolm Gladwell,9,11,http://www.amazon.com/David-Goliath-Underdogs-Misfits-Battling/dp/0316204366?tag=NYTBS-20,paperback-nonfiction,"How disadvantages can work in our favor; by the author of ""The Tipping Point"" and ""Blink.""",2015-07-19
0374533555,9780374533557,"THINKING, FAST AND SLOW",Daniel Kahneman,10,90,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBS-20,paperback-nonfiction,How we make choices in our business and personal lives.,2015-07-19
0307352153,9780307352156,QUIET,Susan Cain,11,0,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBS-20,paperback-nonfiction,"Introverts, approximately one-third of the population, are undervalued in American society.",2015-07-19
1595586431,9781595586438,THE NEW JIM CROW,Michelle Alexander,12,0,http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBS-20,paperback-nonfiction,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men.",2015-07-19
081298160X,9780812981605,THE POWER OF HABIT,Charles Duhigg,13,0,http://www.amazon.com/The-Power-Habit-What-Business/dp/081298160X?tag=NYTBS-20,paperback-nonfiction,An examination of the science behind habits — how we form them and break them.,2015-07-19
1400052181,9781400052189,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,14,0,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,paperback-nonfiction,The story of a woman whose cancer cells were cultured without her permission in 1951. Originally published in 2010 and the basis of the HBO movie.,2015-07-19
0375725601,9780375725609,THE DEVIL IN THE WHITE CITY,Erik Larson,15,0,http://www.amazon.com/The-Devil-White-City-Madness/dp/0375725601?tag=NYTBS-20,paperback-nonfiction,A story of how an architect and a serial killer were linked by the World's Fair of 1893.,2015-07-19
0316056898,9780316056892,BOSSYPANTS,Tina Fey,16,0,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,"A memoir from the former “Saturday Night Live” star, film actress and creator of “30 Rock” and ""Unbreakable Kimmy Schmidt."" Originally published in 2011.",2015-07-19
0307886271,9780307886279,IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,17,0,http://www.amazon.com/Everyone-Hanging-Without-Other-Concerns-ebook/dp/B004JN1D3M?tag=NYTBS-20,paperback-nonfiction,The comedian and actress offers essays about her life. Originally published in 2011.,2015-07-19
1476791619,9781476791616,A WORK IN PROGRESS,Connor Franta,18,0,http://www.amazon.com/A-Work-Progress-Memoir-ebook/dp/B00MI92DJM?tag=NYTBS-20,paperback-nonfiction,A young man charts his course from small-town kid to Internet sensation.,2015-07-19
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,19,0,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,"How to apply economic theory to almost everything.
",2015-07-19
0374531269,9780374531263,A LONG WAY GONE,Ishmael Beah,20,0,http://www.amazon.com/Long-Way-Gone-Memoirs-Soldier/dp/0374531269?tag=NYTBS-20,paperback-nonfiction,A former child soldier's killing spree and return to humanity.,2015-07-19
0143125478,9780143125471,THE BOYS IN THE BOAT,Daniel James Brown,1,59,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBS-20,paperback-nonfiction,A group of American rowers pursued gold at the 1936 Berlin Olympic Games.,2015-07-26
0316322423,9780316322423,I AM MALALA,Malala Yousafzai with Christina Lamb,2,6,http://www.amazon.com/Am-Malala-Stood-Education-Taliban/dp/0316322407?tag=NYTBS-20,paperback-nonfiction,The Nobel Peace Prize-winner and teenage activist recounts her path to learning.,2015-07-26
0316017930,9780316017930,OUTLIERS,Malcolm Gladwell,3,195,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,paperback-nonfiction,Why some people succeed — it has to do with luck and opportunities as well as talent.,2015-07-26
0375725601,9780375725609,THE DEVIL IN THE WHITE CITY,Erik Larson,4,295,http://www.amazon.com/The-Devil-White-City-Madness/dp/0375725601?tag=NYTBS-20,paperback-nonfiction,A story of how an architect and a serial killer were linked by the World's Fair of 1893.,2015-07-26
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,5,367,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2015-07-26
0374531269,9780374531263,A LONG WAY GONE,Ishmael Beah,6,91,http://www.amazon.com/Long-Way-Gone-Memoirs-Soldier/dp/0374531269?tag=NYTBS-20,paperback-nonfiction,A former child soldier's killing spree and return to humanity.,2015-07-26
1400052181,9781400052189,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,7,178,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,paperback-nonfiction,A woman's cancer cells were cultured without her permission in 1951.,2015-07-26
0385528205,9780385528207,THE OTHER WES MOORE,Wes Moore,8,36,http://www.amazon.com/The-Other-Wes-Moore-Fates/dp/0385528205?tag=NYTBS-20,paperback-nonfiction,"A tale of two Wes Moores: the author, a Rhodes scholar; the other, a man in prison.",2015-07-26
0062376330,9780062376336,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,9,88,http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBS-20,paperback-nonfiction,A memoir recounts the battlefield experiences in Iraq by the Navy SEALs sniper; a 2014 movie.,2015-07-26
0812974492,9780812974492,UNBROKEN,Laura Hillenbrand,10,50,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,paperback-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese during World War II after his plane went down over the Pacific. A 2014 movie.,2015-07-26
0307476073,9780307476074,WILD,Cheryl Strayed,11,0,http://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,paperback-nonfiction,"An account of the life-changing 1,100-mile solo hike along the Pacific Crest Trail in 1995. Originally published in 2012 and a 2014 movie.",2015-07-26
1476791619,9781476791616,A WORK IN PROGRESS,Connor Franta,12,0,http://www.amazon.com/A-Work-Progress-Memoir-ebook/dp/B00MI92DJM?tag=NYTBS-20,paperback-nonfiction,A young man charts his course from small-town kid to Internet sensation.,2015-07-26
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,13,0,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,How and why certain products and ideas become fads.,2015-07-26
0385523394,9780385523394,ORANGE IS THE NEW BLACK,Piper Kerman,14,0,http://www.amazon.com/Orange-Is-New-Black-Womens-ebook/dp/B0036S4B6M?tag=NYTBS-20,paperback-nonfiction,A memoir about a year in a women’s prison; the basis for the Netflix series. Originally published in 2010.,2015-07-26
0374533555,9780374533557,"THINKING, FAST AND SLOW",Daniel Kahneman,15,0,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBS-20,paperback-nonfiction,The winner of the Nobel in economic science discusses how we make choices.,2015-07-26
0062218344,9780062218346,THINK LIKE A FREAK,Steven D Levitt and Stephen J Dubner,16,0,http://www.amazon.com/Think-Like-Freak-Authors-Freakonomics-ebook/dp/B00BATINVS?tag=NYTBS-20,paperback-nonfiction,"How to solve problems creatively, from the authors of “Freakonomics.”",2015-07-26
0316204374,9780316204378,DAVID AND GOLIATH,Malcolm Gladwell,17,0,http://www.amazon.com/David-Goliath-Underdogs-Misfits-Battling/dp/0316204366?tag=NYTBS-20,paperback-nonfiction,"How disadvantages can work in our favor, from the author of ""The Tipping Point"" and ""Outliers"".",2015-07-26
081298160X,9780812981605,THE POWER OF HABIT,Charles Duhigg,18,0,http://www.amazon.com/The-Power-Habit-What-Business/dp/081298160X?tag=NYTBS-20,paperback-nonfiction,An examination of the science behind habits — how we form them and break them.,2015-07-26
0307352153,9780307352156,QUIET,Susan Cain,19,0,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBS-20,paperback-nonfiction,"Introverts, approximately one-third of the population, are undervalued in American society.",2015-07-26
1595586431,9781595586438,THE NEW JIM CROW,Michelle Alexander,20,0,http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBS-20,paperback-nonfiction,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men.",2015-07-26
0143125478,9780143125471,THE BOYS IN THE BOAT,Daniel James Brown,1,60,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBS-20,paperback-nonfiction,A group of American rowers pursued gold at the 1936 Berlin Olympic Games.,2015-08-02
0316322423,9780316322423,I AM MALALA,Malala Yousafzai with Christina Lamb,2,7,http://www.amazon.com/Am-Malala-Stood-Education-Taliban/dp/0316322407?tag=NYTBS-20,paperback-nonfiction,The Nobel Peace Prize-winner and teenage activist recounts her path to learning.,2015-08-02
0316017930,9780316017930,OUTLIERS,Malcolm Gladwell,3,196,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,paperback-nonfiction,Why some people succeed — it has to do with luck and opportunities as well as talent.,2015-08-02
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,4,368,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2015-08-02
0062376578,9780062376572,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,5,89,http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBS-20,paperback-nonfiction,A memoir recounts the battlefield experiences in Iraq by the Navy SEALs sniper; a 2014 movie.,2015-08-02
0812974492,9780812974492,UNBROKEN,Laura Hillenbrand,6,51,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,paperback-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese during World War II after his plane went down over the Pacific. A 2014 movie.,2015-08-02
0307476073,9780307476074,WILD,Cheryl Strayed,7,120,http://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,paperback-nonfiction,"A woman’s account of the life-changing 1,100-mile solo hike she took along the Pacific Crest Trail in 1995; a 2014 movie.",2015-08-02
0316056898,9780316056892,BOSSYPANTS,Tina Fey,8,120,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,A memoir from the “Saturday Night Live” star and creator of “30 Rock.”,2015-08-02
0374533555,9780374533557,"THINKING, FAST AND SLOW",Daniel Kahneman,9,91,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBS-20,paperback-nonfiction,How we make choices in our business and personal lives.,2015-08-02
0316204374,9780316204378,DAVID AND GOLIATH,Malcolm Gladwell,10,12,http://www.amazon.com/David-Goliath-Underdogs-Misfits-Battling/dp/0316204366?tag=NYTBS-20,paperback-nonfiction,"How disadvantages can work in our favor; by the author of ""The Tipping Point"" and ""Blink.""",2015-08-02
0307352153,9780307352156,QUIET,Susan Cain,11,0,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBS-20,paperback-nonfiction,"Introverts, approximately one-third of the population, are undervalued in American society.",2015-08-02
081298160X,9780812981605,THE POWER OF HABIT,Charles Duhigg,12,0,http://www.amazon.com/The-Power-Habit-What-Business/dp/081298160X?tag=NYTBS-20,paperback-nonfiction,An examination of the science behind habits — how we form them and break them.,2015-08-02
1595586431,9781595586438,THE NEW JIM CROW,Michelle Alexander,13,0,http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBS-20,paperback-nonfiction,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men.",2015-08-02
0385523394,9780385523394,ORANGE IS THE NEW BLACK,Piper Kerman,14,0,http://www.amazon.com/Orange-Is-New-Black-Womens-ebook/dp/B0036S4B6M?tag=NYTBS-20,paperback-nonfiction,A memoir about a year in a women’s prison; the basis for the Netflix series. Originally published in 2010.,2015-08-02
1476791619,9781476791616,A WORK IN PROGRESS,Connor Franta,15,0,http://www.amazon.com/A-Work-Progress-Memoir-ebook/dp/B00MI92DJM?tag=NYTBS-20,paperback-nonfiction,A young man charts his course from small-town kid to Internet sensation.,2015-08-02
