isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
0316010669,9780316010665,BLINK,Malcolm Gladwell,12,145,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-08-08
0307387097,9780307387097,HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,13,8,http://www.amazon.com/Half-Sky-Oppression-Opportunity-Worldwide/dp/0307267148?tag=NYTBS-20,paperback-nonfiction,"A case for viewing women’s equality as the ""paramount moral challenge"" of our era.",2010-08-08
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,14,138,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-08-08
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,15,48,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-08-08
1416544216,9781416544210,EATING THE DINOSAUR,Chuck Klosterman,16,1,http://www.amazon.com/Eating-Dinosaur-Chuck-Klosterman/dp/1416544208?tag=NYTBS-20,paperback-nonfiction,Essays about pop culture.,2010-08-08
081297381X,9780812973815,THE BLACK SWAN,Nassim Nicholas Taleb,17,11,http://www.amazon.com/The-Black-Swan-Improbable-Incerto/dp/1400063515?tag=NYTBS-20,paperback-nonfiction,The hubris of predictions — and our perpetual surprise when the not-predicted happens.,2010-08-08
1400078458,9781400078455,THE LOST CITY OF Z,David Grann,18,18,http://www.amazon.com/The-Lost-City-Deadly-Obsession/dp/1400078458?tag=NYTBS-20,paperback-nonfiction,A New Yorker writer searches for a British explorer who went missing in the Amazon in 1925.,2010-08-08
0060838655,9780060838652,A PEOPLE’S HISTORY OF THE UNITED STATES,Howard Zinn,19,13,http://www.amazon.com/Peoples-History-United-States-Present/dp/0060838655?tag=NYTBS-20,paperback-nonfiction,"An account from the point of view of women, African-Americans and others who are often marginalized.",2010-08-08
0061857807,9780061857805,MY BOOKY WOOK,Russell Brand,20,4,http://www.amazon.com/My-Booky-Wook-Memoir-Stand-Up/dp/0061730416?tag=NYTBS-20,paperback-nonfiction,"A memoir of sex, drugs and stand-up from a British comedian.",2010-08-08
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,1,182,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,"A writer’s yearlong journey in search of self takes her to Italy, India and Indonesia.",2010-08-15
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,2,183,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-08-15
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,3,92,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-08-15
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,4,31,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-08-15
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,5,178,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2010-08-15
0805092250,9780805092257,MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,6,16,http://www.amazon.com/Mennonite-Little-Black-Dress-Memoir/dp/0805092250?tag=NYTBS-20,paperback-nonfiction,Life’s detours send Janzen back to the Mennonite home where she was raised.,2010-08-15
0316010669,9780316010665,BLINK,Malcolm Gladwell,7,146,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-08-15
0374531269,9780374531263,A LONG WAY GONE,Ishmael Beah,8,37,http://www.amazon.com/Long-Way-Gone-Memoirs-Soldier/dp/0374531269?tag=NYTBS-20,paperback-nonfiction,A former child soldier describes a killing spree and his return to humanity.,2010-08-15
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,9,49,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-08-15
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,10,304,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-08-15
030738604X,9780307386045,WHERE MEN WIN GLORY,Jon Krakauer,11,1,http://www.amazon.com/Where-Men-Win-Glory-Odyssey/dp/0385522266?tag=NYTBS-20,paperback-nonfiction,"The story of Pat Tillman and the Army’s cover-up of his death by ""friendly fire"" in Afghanistan.",2010-08-15
0307387941,9780307387943,ZEITOUN,Dave Eggers,12,7,http://www.amazon.com/Zeitoun-Dave-Eggers/dp/1934781630?tag=NYTBS-20,paperback-nonfiction,The travails of a Syrian-American man and his family after Hurricane Katrina.,2010-08-15
081297381X,9780812973815,THE BLACK SWAN,Nassim Nicholas Taleb,13,12,http://www.amazon.com/The-Black-Swan-Improbable-Incerto/dp/1400063515?tag=NYTBS-20,paperback-nonfiction,The hubris of predictions — and our perpetual surprise when the not-predicted happens.,2010-08-15
0060596996,9780060596996,LIT,Mary Karr,14,5,http://www.amazon.com/Lit-A-Memoir-Mary-Karr/dp/0060596988?tag=NYTBS-20,paperback-nonfiction,"A poet’s memoir of motherhood, troubled marriage, alcoholism and depression; a sequel to ""The Liars’ Club.""",2010-08-15
0307387097,9780307387097,HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,15,9,http://www.amazon.com/Half-Sky-Oppression-Opportunity-Worldwide/dp/0307267148?tag=NYTBS-20,paperback-nonfiction,"A case for viewing women’s equality as the ""paramount moral challenge"" of our era.",2010-08-15
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,16,87,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,An unlikely friendship begins at a shelter in Texas.,2010-08-15
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,17,144,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-08-15
0061730335,9780061730337,THE BOY WHO HARNESSED THE WIND,William Kamkwamba and Bryan Mealer,18,1,http://www.amazon.com/The-Boy-Who-Harnessed-Wind/dp/0061730327?tag=NYTBS-20,paperback-nonfiction,A dream of electricity becomes reality.,2010-08-15
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,19,139,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-08-15
0061353248,9780061353246,PREDICTABLY IRRATIONAL,Dan Ariely,20,8,http://www.amazon.com/Predictably-Irrational-Hidden-Forces-Decisions/dp/006135323X?tag=NYTBS-20,paperback-nonfiction,The hidden forces that shape our decisions.,2010-08-15
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,1,183,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,"A writer’s yearlong journey in search of self takes her to Italy, India and Indonesia.",2010-08-22
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,2,184,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-08-22
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,3,179,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2010-08-22
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,4,93,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-08-22
030738604X,9780307386045,WHERE MEN WIN GLORY,Jon Krakauer,5,2,http://www.amazon.com/Where-Men-Win-Glory-Odyssey/dp/0385522266?tag=NYTBS-20,paperback-nonfiction,"The story of Pat Tillman and the Army’s cover-up of his death by ""friendly fire"" in Afghanistan.",2010-08-22
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,6,32,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-08-22
0805092250,9780805092257,MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,7,17,http://www.amazon.com/Mennonite-Little-Black-Dress-Memoir/dp/0805092250?tag=NYTBS-20,paperback-nonfiction,Life’s detours send Janzen back to the Mennonite home where she was raised.,2010-08-22
0316010669,9780316010665,BLINK,Malcolm Gladwell,8,147,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-08-22
0060899220,9780060899226,KITCHEN CONFIDENTIAL,Anthony Bourdain,9,31,http://www.amazon.com/Kitchen-Confidential-Updated-Edition-Adventures/dp/0060899220?tag=NYTBS-20,paperback-nonfiction,"A memoir-exposé by the host of ""Anthony Bourdain: No Reservations."".",2010-08-22
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,10,305,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-08-22
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,11,50,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-08-22
0374531269,9780374531263,A LONG WAY GONE,Ishmael Beah,12,38,http://www.amazon.com/Long-Way-Gone-Memoirs-Soldier/dp/0374531269?tag=NYTBS-20,paperback-nonfiction,A former child soldier describes a killing spree and his return to humanity.,2010-08-22
0307387941,9780307387943,ZEITOUN,Dave Eggers,13,8,http://www.amazon.com/Zeitoun-Dave-Eggers/dp/1934781630?tag=NYTBS-20,paperback-nonfiction,The travails of a Syrian-American man and his family after Hurricane Katrina.,2010-08-22
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,14,145,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-08-22
081297381X,9780812973815,THE BLACK SWAN,Nassim Nicholas Taleb,15,13,http://www.amazon.com/The-Black-Swan-Improbable-Incerto/dp/1400063515?tag=NYTBS-20,paperback-nonfiction,The hubris of predictions — and our perpetual surprise when the not-predicted happens.,2010-08-22
0060596996,9780060596996,LIT,Mary Karr,16,6,http://www.amazon.com/Lit-A-Memoir-Mary-Karr/dp/0060596988?tag=NYTBS-20,paperback-nonfiction,"A poet’s memoir of motherhood, troubled marriage, alcoholism and depression; a sequel to ""The Liars’ Club.""",2010-08-22
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,17,88,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,An unlikely friendship begins at a shelter in Texas.,2010-08-22
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,18,140,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-08-22
0307387097,9780307387097,HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,19,10,http://www.amazon.com/Half-Sky-Oppression-Opportunity-Worldwide/dp/0307267148?tag=NYTBS-20,paperback-nonfiction,"A case for viewing women’s equality as the ""paramount moral challenge"" of our era.",2010-08-22
030746136X,9780307461360,IN THE PRESIDENT’S SECRET SERVICE,Ronald Kessler,20,1,http://www.amazon.com/In-Presidents-Secret-Service-Protect/dp/0307461351?tag=NYTBS-20,paperback-nonfiction,"An inside look, based on interviews.",2010-08-22
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,1,184,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,"A writer’s yearlong journey in search of self takes her to Italy, India and Indonesia.",2010-08-29
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,2,185,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-08-29
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,3,180,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2010-08-29
030738604X,9780307386045,WHERE MEN WIN GLORY,Jon Krakauer,4,3,http://www.amazon.com/Where-Men-Win-Glory-Odyssey/dp/0385522266?tag=NYTBS-20,paperback-nonfiction,"The story of Pat Tillman and the Army’s cover-up of his death by ""friendly fire"" in Afghanistan.",2010-08-29
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,5,94,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-08-29
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,6,33,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-08-29
0805092250,9780805092257,MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,7,18,http://www.amazon.com/Mennonite-Little-Black-Dress-Memoir/dp/0805092250?tag=NYTBS-20,paperback-nonfiction,Life’s detours send Janzen back to the Mennonite home where she was raised.,2010-08-29
0374531269,9780374531263,A LONG WAY GONE,Ishmael Beah,8,39,http://www.amazon.com/Long-Way-Gone-Memoirs-Soldier/dp/0374531269?tag=NYTBS-20,paperback-nonfiction,A former child soldier describes a killing spree and his return to humanity.,2010-08-29
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,9,306,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-08-29
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,10,51,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-08-29
0307388409,9780307388407,OPEN,Andre Agassi,11,1,http://www.amazon.com/Open-An-Autobiography-Andre-Agassi/dp/0307388409?tag=NYTBS-20,paperback-nonfiction,The tennis champion’s autobiography.,2010-08-29
0307387941,9780307387943,ZEITOUN,Dave Eggers,12,9,http://www.amazon.com/Zeitoun-Dave-Eggers/dp/1934781630?tag=NYTBS-20,paperback-nonfiction,The travails of a Syrian-American man and his family after Hurricane Katrina.,2010-08-29
0060596996,9780060596996,LIT,Mary Karr,13,7,http://www.amazon.com/Lit-A-Memoir-Mary-Karr/dp/0060596988?tag=NYTBS-20,paperback-nonfiction,"A poet’s memoir of motherhood, troubled marriage, alcoholism and depression; a sequel to ""The Liars’ Club.""",2010-08-29
0312430027,9780312430023,THE GOOD SOLDIERS,David Finkel,14,1,http://www.amazon.com/The-Good-Soldiers-David-Finkel/dp/0312430027?tag=NYTBS-20,paperback-nonfiction,A Pulitzer Prize-winning journalist chronicles the harrowing eight months he spent with an Army battalion in Iraq.,2010-08-29
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,15,141,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-08-29
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,16,89,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,An unlikely friendship begins at a shelter in Texas.,2010-08-29
0060899220,9780060899226,KITCHEN CONFIDENTIAL,Anthony Bourdain,17,32,http://www.amazon.com/Kitchen-Confidential-Updated-Edition-Adventures/dp/0060899220?tag=NYTBS-20,paperback-nonfiction,"A memoir-exposé of the restaurant world by the host of ""Anthony Bourdain: No Reservations.""",2010-08-29
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,18,146,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-08-29
081297381X,9780812973815,THE BLACK SWAN,Nassim Nicholas Taleb,19,14,http://www.amazon.com/The-Black-Swan-Improbable-Incerto/dp/1400063515?tag=NYTBS-20,paperback-nonfiction,The hubris of predictions — and our perpetual surprise when the not-predicted happens.,2010-08-29
0316010669,9780316010665,BLINK,Malcolm Gladwell,20,148,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-08-29
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,1,185,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,"A writer’s yearlong journey in search of self takes her to Italy, India and Indonesia.",2010-09-05
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,2,186,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-09-05
030738604X,9780307386045,WHERE MEN WIN GLORY,Jon Krakauer,3,4,http://www.amazon.com/Where-Men-Win-Glory-Odyssey/dp/0385522266?tag=NYTBS-20,paperback-nonfiction,"The story of Pat Tillman and the Army’s cover-up of his death by ""friendly fire"" in Afghanistan.",2010-09-05
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,4,95,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-09-05
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,5,181,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2010-09-05
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,6,34,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-09-05
0805092250,9780805092257,MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,7,19,http://www.amazon.com/Mennonite-Little-Black-Dress-Memoir/dp/0805092250?tag=NYTBS-20,paperback-nonfiction,Life’s detours send Janzen back to the Mennonite home where she was raised.,2010-09-05
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,8,52,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-09-05
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,9,307,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-09-05
0307387941,9780307387943,ZEITOUN,Dave Eggers,10,10,http://www.amazon.com/Zeitoun-Dave-Eggers/dp/1934781630?tag=NYTBS-20,paperback-nonfiction,The travails of a Syrian-American man and his family after Hurricane Katrina.,2010-09-05
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,11,147,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-09-05
0374531269,9780374531263,A LONG WAY GONE,Ishmael Beah,12,40,http://www.amazon.com/Long-Way-Gone-Memoirs-Soldier/dp/0374531269?tag=NYTBS-20,paperback-nonfiction,A former child soldier describes a killing spree and his return to humanity.,2010-09-05
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,13,142,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-09-05
0060596996,9780060596996,LIT,Mary Karr,14,8,http://www.amazon.com/Lit-A-Memoir-Mary-Karr/dp/0060596988?tag=NYTBS-20,paperback-nonfiction,"A poet’s memoir of motherhood, troubled marriage, alcoholism and depression; a sequel to ""The Liars’ Club.""",2010-09-05
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,15,90,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,The unlikely friendship between a homeless drifter and a successful art dealer who meet at a shelter in Texas.,2010-09-05
0316010669,9780316010665,BLINK,Malcolm Gladwell,16,149,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-09-05
0307388409,9780307388407,OPEN,Andre Agassi,17,2,http://www.amazon.com/Open-An-Autobiography-Andre-Agassi/dp/0307388409?tag=NYTBS-20,paperback-nonfiction,The tennis champion’s autobiography.,2010-09-05
081297381X,9780812973815,THE BLACK SWAN,Nassim Nicholas Taleb,18,15,http://www.amazon.com/The-Black-Swan-Improbable-Incerto/dp/1400063515?tag=NYTBS-20,paperback-nonfiction,The hubris of predictions — and our perpetual surprise when the not-predicted happens.,2010-09-05
0060838655,9780060838652,A PEOPLE’S HISTORY OF THE UNITED STATES,Howard Zinn,19,14,http://www.amazon.com/Peoples-History-United-States-Present/dp/0060838655?tag=NYTBS-20,paperback-nonfiction,"An account from the point of view of women, African-Americans and others who are often marginalized.",2010-09-05
0307387097,9780307387097,HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,20,11,http://www.amazon.com/Half-Sky-Oppression-Opportunity-Worldwide/dp/0307267148?tag=NYTBS-20,paperback-nonfiction,"A case for viewing women’s equality as the ""paramount moral challenge"" of our era.",2010-09-05
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,1,186,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,"A writer’s yearlong journey in search of self takes her to Italy, India and Indonesia.",2010-09-12
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,2,187,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-09-12
030738604X,9780307386045,WHERE MEN WIN GLORY,Jon Krakauer,3,5,http://www.amazon.com/Where-Men-Win-Glory-Odyssey/dp/0385522266?tag=NYTBS-20,paperback-nonfiction,"The story of Pat Tillman and the Army’s cover-up of his death by ""friendly fire"" in Afghanistan.",2010-09-12
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,4,182,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2010-09-12
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,5,96,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-09-12
0805092250,9780805092257,MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,6,20,http://www.amazon.com/Mennonite-Little-Black-Dress-Memoir/dp/0805092250?tag=NYTBS-20,paperback-nonfiction,Life’s detours send Janzen back to the Mennonite home where she was raised.,2010-09-12
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,7,35,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-09-12
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,8,53,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-09-12
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,9,308,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-09-12
0307387941,9780307387943,ZEITOUN,Dave Eggers,10,11,http://www.amazon.com/Zeitoun-Dave-Eggers/dp/1934781630?tag=NYTBS-20,paperback-nonfiction,The travails of a Syrian-American man and his family after Hurricane Katrina.,2010-09-12
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,11,143,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-09-12
0312430027,9780312430023,THE GOOD SOLDIERS,David Finkel,12,2,http://www.amazon.com/The-Good-Soldiers-David-Finkel/dp/0312430027?tag=NYTBS-20,paperback-nonfiction,A Pulitzer Prize-winning journalist chronicles the harrowing eight months he spent with an Army battalion in Iraq.,2010-09-12
0316010669,9780316010665,BLINK,Malcolm Gladwell,13,150,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-09-12
0307387097,9780307387097,HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,14,12,http://www.amazon.com/Half-Sky-Oppression-Opportunity-Worldwide/dp/0307267148?tag=NYTBS-20,paperback-nonfiction,"A case for viewing women’s equality as the ""paramount moral challenge"" of our era.",2010-09-12
0060596996,9780060596996,LIT,Mary Karr,15,9,http://www.amazon.com/Lit-A-Memoir-Mary-Karr/dp/0060596988?tag=NYTBS-20,paperback-nonfiction,"A poet’s memoir of motherhood, troubled marriage, alcoholism and depression; a sequel to ""The Liars’ Club.""",2010-09-12
0307388409,9780307388407,OPEN,Andre Agassi,16,3,http://www.amazon.com/Open-An-Autobiography-Andre-Agassi/dp/0307388409?tag=NYTBS-20,paperback-nonfiction,The tennis champion’s autobiography.,2010-09-12
